10000162 14146802
10001632 7998992
10006872 14146802
10023552 14146802
10023552 15464386
10023552 16725224
10023552 27382614
10023552 740913
10023552 809610
10023552 9338922
10024312 14146802
10024312 16725224
10027 14146802
10027 8889522
10042872 14146802
10056082 12810
10056082 14146802
10056082 16559378
10056082 175279519
10056082 27382614
10056082 496723
10056392 14134204
10056392 17316626
10056392 175279519
10056392 27382614
10056392 62014821
10056392 653623
10056392 823456
10056392 9314082
100575103 100575103
100575103 12454422
100575103 12897
100575103 1298
100575103 14016032
100575103 14413539
100575103 14594594
100575103 15214248
100575103 15220721
100575103 15449444
100575103 17380288
100575103 20788196
100575103 25703305
100575103 2677451
100575103 29283
100575103 2946711
100575103 3460751
100575103 53334171
100575103 5469512
100575103 6323362
100575103 69539778
100575103 7105382
100575103 790223
100575103 820919
100575103 8920782
100575103 9193662
100575103 923111
10071632 111592675
10071632 14173191
10071632 143548586
10071632 18733103
10071632 447813
10071632 5742212
10071632 598563
10071632 6019272
10071632 7693172
10071632 7991602
10071632 8137262
10071962 14146802
10071962 175279519
10071962 27382614
10073382 16023950
10073382 16099532
10073382 40920230
10077402 14146802
10077402 15600217
10077402 16429977
10077402 16559378
10077402 27382614
10077402 49107975
10079572 14146802
10081942 11084282
10081942 11454892
10081942 14146802
10098422 14146802
10098422 14689391
10098422 27382614
10098422 657163
10098422 6624782
10098702 175279519
10099682 14146802
10101102 114226812
10101102 11691762
10105072 1095511
10105072 11833202
10105782 10422862
10105782 13387
10105782 14146802
10105782 15600217
10105782 16429977
10105782 1899671
10105782 27382614
10105782 49107975
10105782 62014821
10105782 786121
1011401 14146802
10115042 1335641
10115042 13364
10115042 14146802
10115042 27382614
10115042 2841151
10115042 62014821
10115042 7859162
10115042 907881
10135472 14818196
10135472 15625088
10135472 6613362
10136742 14146802
10136742 15107551
10136742 16710538
10138872 14146802
10138872 14764622
10138872 15600217
10138872 1922351
10138872 27382614
10138872 7134102
10145102 12015392
10145102 13082862
10145102 13322212
10145102 14063253
10145102 14099497
10145102 14146802
10145102 14956535
10145102 15213294
10145102 15445154
10145102 16559378
10145102 18568674
10145102 50400346
10145102 62014821
10154042 14146802
10154212 14146802
10156532 10200912
10156532 13082862
10156532 13322212
10156532 13377
10156532 14063253
10156532 14116024
10156532 14146802
10156532 14148180
10156532 14265824
10156532 14272265
10156532 14341856
10156532 14521243
10156532 14862668
10156532 14938378
10156532 14956535
10156532 15142258
10156532 15212526
10156532 15445154
10156532 15600217
10156532 16018479
10156532 16306595
10156532 16540406
10156532 16558957
10156532 16559378
10156532 16659187
10156532 175279519
10156532 18258085
10156532 18884576
10156532 19579082
10156532 1959371
10156532 233166938
10156532 2491191
10156532 26995952
10156532 27382614
10156532 28142612
10156532 3366641
10156532 3743621
10156532 38726522
10156532 42329355
10156532 44398897
10156532 62014821
10156532 62946152
10156532 6566202
10156532 6947832
10156532 7041962
10156532 80384181
10156532 80876851
10156532 8166312
10156532 8169912
10156532 9074152
10156532 9166462
10158692 12166252
10158692 23813849
101607881 14146802
101607881 15298836
101607881 15613936
101607881 16559378
101607881 19461688
101607881 21797437
101607881 23840688
101607881 27382614
101607881 42463829
101607881 6446902
10167102 14146802
10167102 14580844
10167102 175279519
10167102 27382614
10169682 14146802
10172582 14146802
10172582 40240603
101815500 28995358
101815500 42329355
1018211 14146802
1018211 235676619
1018211 27382614
1018211 655613
10188162 1263701
10188162 14146802
10188162 14461094
10188162 1763041
10188162 27382614
10188162 2995
10188162 7890462
10188162 8767332
10190562 1041551
10190562 1335641
10190562 14194149
10190562 17450543
10190562 21559397
10190562 3052851
10190562 4588861
10190562 50590509
10190562 5579262
10190562 6019272
10190562 60612778
10190562 62448239
10190562 8291932
10190562 8641682
10190562 9207162
10199322 235676619
10200912 1223651
10200912 13082862
10200912 13364
10200912 13980012
10200912 14063253
10200912 14146802
10200912 142323442
10200912 15600217
10200912 15916118
10200912 16074809
10200912 16559378
10200912 16910946
10200912 17245550
10200912 17503315
10200912 17588216
10200912 18148759
10200912 233166938
10200912 27382614
10200912 28558437
10200912 44579071
10200912 5124341
10200912 62014821
10200912 7533852
10200912 7803822
10200912 8920782
10208602 14128338
10208602 15625088
10209882 1335641
10209882 14146802
10209882 150435553
10209882 17489353
10209882 27382614
10209882 42329355
10209882 5672982
10209882 6315152
10223012 14146802
10223012 15427535
10223012 16910946
10223012 700493
10223012 731573
10224122 14146802
10224122 14297722
10224122 16559378
10224122 17466915
10227862 14146802
10227862 27382614
10237 10532
10237 12522
10237 13100082
10237 13364
10237 13430492
10237 14146802
10237 15107551
10237 15301800
10237 1564521
10237 16725224
10237 175279519
10237 18488670
10237 18712737
10237 229733
10237 235676619
10237 25663
10237 27382614
10237 29283
10237 3460751
10237 36998954
10237 3905651
10237 4904651
10237 50433
10237 5124341
10237 5660682
10237 68723
10237 7080712
10237 7825932
10237 810579
10237 8361912
10237 879601
10237 9468832
10237 975431
10257262 10676022
10257262 11869912
10257262 12054572
10257262 13027282
10257262 14146802
10257262 14253243
10257262 14295333
10257262 14709484
10257262 14791212
10257262 15374586
10257262 15600217
10257262 16559378
10257262 20348212
10257262 2677451
10257262 42329355
10257262 5442092
10260612 14146802
10261032 13669
10261032 14146802
10261032 16559378
10261032 17801493
10261032 62014821
10261032 8131042
102623664 12592042
102623664 14214916
102623664 17867397
10272562 1335641
10272562 14146802
10272562 1503071
10272562 15600217
10272562 18258085
10272562 19395651
10272562 42329355
10272562 62014821
10272762 1091241
10272762 11984742
10272762 12744412
10272762 13154262
10272762 13322212
10272762 14146802
10272762 190463
10272762 8627932
10283652 14146802
10283652 16522265
10283652 175279519
10283882 14146802
10283882 15895848
10283882 16429977
10283882 175279519
10283882 21709405
10283882 27382614
10283882 62014821
10283882 820919
10283882 823456
1029211 14146802
1029211 16559378
1029211 74317848
10304 12522
10304 1300991
10304 13638932
10304 14146802
10304 14212276
10304 14997607
10304 156843038
10304 15916118
10304 16559378
10304 16725224
10304 175279519
10304 18204223
10304 19579082
10304 2970331
10304 3460751
10304 35018926
10304 496723
10304 7001572
10304 7041962
10304 7080712
10304 7350962
10304 8307612
103068899 1182181
103068899 11857402
103068899 11908002
103068899 13082862
103068899 13322212
103068899 1335641
103068899 13364
103068899 14016032
103068899 14098332
103068899 14116024
103068899 14146802
103068899 14235276
103068899 14309557
103068899 1436551
103068899 14422325
103068899 14435192
103068899 14528111
103068899 14646090
103068899 14756726
103068899 14764622
103068899 14765864
103068899 15167712
103068899 15212526
103068899 15265190
103068899 15338037
103068899 15427535
103068899 15518620
103068899 15600217
103068899 15788198
103068899 15943447
103068899 16418188
103068899 16429977
103068899 16559378
103068899 16725224
103068899 17220089
103068899 175279519
103068899 18590391
103068899 18768553
103068899 18884576
103068899 19019263
103068899 19140813
103068899 19939338
103068899 20578053
103068899 26995952
103068899 27382614
103068899 28967053
103068899 28992858
103068899 29435214
103068899 35992709
103068899 36998954
103068899 37392046
103068899 40240603
103068899 42329355
103068899 53084065
103068899 5672982
103068899 60612778
103068899 62014821
103068899 6566202
103068899 6731502
103068899 725213
103068899 7269782
103068899 7396362
103068899 78881767
103068899 81077883
103068899 818790
103068899 88325493
103068899 90386998
10310522 14146802
10310522 15427535
10310522 4259091
10310522 66243436
10313452 18764687
10314692 14146802
10314692 27382614
10314692 73653
10320362 14146802
103242912 71382029
10324972 1335641
10333102 14146802
10333202 13563742
10333202 14109075
10333202 14146802
10333202 15032300
10333202 16559378
10333202 175279519
10333202 19461688
10333202 22427484
10333202 27382614
10333202 49107975
