0,290,1
0,302,1
0,650,1
0,652,1
0,690,1
0,913,1
0,960,1
1,14,1
1,247,1
1,329,1
1,891,1
1,961,1
2,68,1
2,118,1
2,162,1
2,266,1
2,268,1
2,392,1
2,520,1
2,586,1
2,725,1
2,805,1
2,824,1
3,114,1
3,203,1
3,206,1
3,250,1
3,423,1
3,427,1
3,517,1
3,732,1
3,820,1
3,857,1
4,23,1
4,36,1
4,130,1
4,185,1
4,213,1
4,367,1
4,648,1
5,123,1
5,228,1
5,229,1
5,372,1
5,424,1
5,434,1
5,478,1
5,662,1
5,740,1
5,797,1
5,948,1
6,17,1
6,166,1
6,194,1
6,210,1
6,244,1
6,601,1
6,640,1
6,906,1
6,971,1
7,67,1
7,111,1
7,172,1
7,281,1
7,324,1
7,384,1
7,399,1
7,512,1
7,567,1
7,730,1
7,846,1
8,14,1
8,180,1
8,283,1
8,289,1
8,389,1
8,467,1
8,522,1
8,564,1
8,638,1
8,707,1
8,772,1
8,783,1
8,969,1
9,103,1
9,216,1
9,217,1
9,386,1
9,450,1
9,535,1
9,915,1
9,947,1
9,977,1
10,53,1
10,71,1
10,271,1
10,348,1
10,394,1
10,582,1
10,655,1
10,659,1
10,800,1
10,891,1
11,210,1
11,722,1
11,916,1
11,928,1
12,29,1
12,65,1
12,109,1
12,517,1
12,670,1
12,850,1
13,69,1
13,250,1
13,414,1
13,839,1
13,918,1
13,931,1
14,98,1
14,189,1
14,420,1
14,516,1
14,549,1
14,688,1
14,832,1
14,841,1
15,62,1
15,227,1
15,261,1
15,430,1
15,449,1
15,490,1
15,502,1
15,641,1
15,706,1
15,938,1
15,955,1
15,978,1
16,157,1
16,486,1
16,893,1
16,962,1
17,81,1
17,204,1
17,270,1
17,354,1
17,638,1
17,810,1
17,820,1
18,135,1
18,139,1
18,253,1
18,348,1
18,351,1
18,488,1
18,605,1
18,702,1
18,887,1
18,910,1
18,939,1
19,40,1
19,203,1
19,217,1
19,285,1
19,557,1
19,695,1
19,843,1
19,916,1
19,921,1
19,984,1
20,202,1
20,239,1
20,299,1
20,353,1
20,393,1
20,413,1
20,564,1
20,699,1
20,729,1
20,818,1
20,858,1
20,894,1
21,497,1
21,502,1
21,508,1
21,575,1
21,647,1
21,980,1
21,994,1
22,86,1
22,202,1
22,214,1
22,678,1
22,773,1
23,49,1
23,50,1
23,134,1
23,345,1
23,383,1
23,520,1
23,557,1
23,781,1
24,171,1
24,184,1
24,308,1
24,483,1
24,805,1
24,835,1
24,961,1
25,115,1
25,181,1
25,465,1
25,655,1
25,666,1
25,678,1
26,79,1
26,154,1
26,308,1
26,333,1
26,421,1
26,423,1
26,507,1
26,530,1
26,676,1
26,731,1
26,799,1
27,222,1
27,288,1
27,328,1
27,409,1
27,613,1
27,657,1
27,820,1
27,827,1
27,862,1
27,964,1
28,54,1
28,196,1
28,301,1
28,321,1
28,341,1
28,522,1
28,722,1
28,745,1
28,887,1
28,921,1
28,976,1
29,249,1
29,280,1
29,348,1
29,448,1
29,583,1
29,598,1
29,631,1
29,728,1
29,934,1
30,113,1
30,221,1
30,476,1
30,636,1
30,696,1
30,917,1
31,93,1
31,120,1
31,153,1
31,289,1
31,566,1
31,850,1
31,915,1
31,949,1
32,155,1
32,394,1
32,453,1
32,979,1
33,69,1
33,110,1
33,116,1
33,148,1
33,284,1
33,285,1
33,487,1
33,821,1
34,135,1
34,364,1
34,387,1
34,414,1
34,515,1
35,106,1
35,226,1
35,358,1
35,417,1
35,825,1
36,142,1
36,238,1
36,296,1
36,304,1
36,307,1
36,316,1
36,333,1
36,485,1
36,490,1
36,566,1
36,788,1
37,390,1
37,553,1
37,582,1
37,599,1
37,603,1
37,791,1
37,892,1
37,898,1
37,940,1
37,989,1
38,41,1
38,55,1
38,65,1
38,319,1
38,373,1
38,421,1
38,511,1
38,683,1
38,794,1
38,835,1
39,86,1
39,94,1
39,173,1
39,223,1
39,251,1
39,343,1
39,664,1
39,749,1
39,910,1
39,922,1
39,946,1
39,993,1
39,996,1
40,99,1
40,177,1
40,250,1
40,288,1
40,366,1
40,553,1
40,579,1
40,582,1
40,604,1
40,790,1
40,806,1
40,929,1
40,961,1
41,74,1
41,148,1
41,163,1
41,355,1
41,422,1
41,454,1
41,478,1
41,672,1
41,687,1
41,747,1
41,998,1
42,170,1
42,217,1
42,289,1
42,604,1
42,663,1
42,684,1
42,709,1
42,787,1
43,182,1
43,205,1
43,353,1
43,626,1
43,685,1
43,836,1
43,881,1
43,962,1
44,340,1
44,452,1
44,689,1
44,770,1
45,53,1
45,91,1
45,138,1
45,159,1
45,394,1
45,471,1
45,570,1
45,592,1
45,738,1
45,921,1
46,183,1
46,343,1
46,372,1
46,537,1
46,594,1
46,721,1
46,728,1
46,862,1
46,900,1
46,906,1
47,139,1
47,149,1
47,219,1
47,478,1
47,565,1
47,687,1
47,714,1
47,783,1
47,802,1
47,971,1
48,173,1
48,200,1
48,323,1
48,383,1
48,442,1
48,522,1
48,738,1
48,801,1
48,859,1
48,948,1
49,235,1
49,248,1
49,291,1
49,393,1
49,420,1
49,472,1
49,534,1
49,747,1
49,838,1
50,152,1
50,403,1
50,455,1
50,696,1
50,730,1
50,883,1
51,465,1
51,564,1
51,749,1
51,778,1
51,825,1
51,871,1
51,970,1
52,102,1
52,136,1
52,376,1
52,384,1
52,491,1
52,552,1
52,971,1
52,991,1
53,81,1
53,648,1
53,652,1
53,690,1
53,836,1
53,839,1
53,870,1
53,871,1
53,968,1
54,120,1
54,158,1
54,220,1
54,232,1
54,287,1
54,314,1
54,391,1
54,462,1
54,503,1
54,583,1
54,854,1
55,147,1
55,159,1
55,274,1
55,287,1
55,357,1
55,562,1
55,568,1
55,941,1
56,90,1
56,182,1
56,297,1
56,313,1
56,437,1
56,464,1
56,486,1
56,506,1
56,522,1
56,593,1
56,629,1
56,793,1
56,851,1
56,979,1
57,74,1
57,83,1
57,94,1
57,113,1
57,311,1
57,381,1
57,941,1
58,133,1
58,190,1
58,292,1
58,323,1
58,375,1
58,458,1
58,553,1
58,815,1
58,854,1
58,908,1
58,956,1
59,103,1
59,161,1
59,222,1
59,264,1
59,335,1
59,488,1
59,684,1
59,734,1
59,881,1
59,963,1
60,218,1
60,321,1
60,385,1
60,501,1
60,682,1
60,719,1
60,806,1
60,900,1
60,974,1
61,136,1
61,340,1
61,891,1
61,961,1
62,147,1
62,250,1
62,437,1
62,786,1
63,80,1
63,225,1
63,230,1
63,254,1
63,442,1
63,462,1
63,493,1
63,546,1
63,607,1
63,728,1
63,743,1
64,116,1
64,134,1
64,259,1
64,781,1
64,787,1
64,962,1
65,356,1
65,393,1
65,516,1
65,523,1
65,604,1
65,694,1
65,951,1
65,986,1
66,129,1
66,132,1
66,152,1
66,162,1
66,170,1
66,431,1
66,500,1
66,701,1
66,983,1
67,129,1
67,164,1
67,213,1
67,812,1
67,882,1
68,69,1
68,219,1
68,270,1
68,297,1
68,417,1
68,465,1
68,520,1
68,551,1
68,655,1
68,701,1
68,734,1
68,803,1
68,810,1
68,837,1
68,893,1
